codigo,modalidade,grau,curso,uf,municipio,enade,cpc,cc,code_ies,nome_da_ies,mantenedora
1429290,A Distância,Bacharelado,Administração,,Vários municípios,-,-,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1353487,Presencial,Bacharelado,Administração,SP,Piracicaba,-,-,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1590045,Presencial,Bacharelado,Arquitetura e urbanismo,SP,Piracicaba,-,-,-,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1508055,Presencial,Bacharelado,Ciências contábeis,SP,Piracicaba,-,-,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1469829,Presencial,Bacharelado,Direito,SP,Piracicaba,-,-,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1510807,Presencial,Bacharelado,Enfermagem,SP,Piracicaba,-,-,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1332187,Presencial,Bacharelado,Engenharia agronômica,SP,Piracicaba,-,-,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1204953,Presencial,Bacharelado,Engenharia civil,SP,Piracicaba,2,3,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1429291,A Distância,Bacharelado,Engenharia de produção,,Vários municípios,-,-,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1176065,Presencial,Bacharelado,Engenharia de produção,SP,Piracicaba,2,3,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
100008,Presencial,Tecnológico,Gestão da produção industrialvisita obrigatória no próximo ato:aditamento - mudança de endereço - deferimento provisório (portaria seres no 703/2017).,SP,Piracicaba,-,-,-,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1435087,A Distância,Tecnológico,Gestão da qualidade,,Vários municípios,-,-,3,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1259933,Presencial,Tecnológico,Gestão da qualidade,SP,Piracicaba,3,3,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1429287,A Distância,Tecnológico,Gestão de recursos humanos,,Vários municípios,-,-,3,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
100006,Presencial,Tecnológico,Gestão de recursos humanosvisita obrigatória no próximo ato:aditamento - mudança de endereço - deferimento provisório (portaria seres no 703/2017).,SP,Piracicaba,2,3,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
100004,Presencial,Tecnológico,Logísticavisita obrigatória no próximo ato:aditamento - mudança de endereço - deferimento provisório (portaria seres no 703/2017).,SP,Piracicaba,2,3,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
100000,Presencial,Tecnológico,Marketingvisita obrigatória no próximo ato:aditamento - mudança de endereço - deferimento provisório (portaria seres no 703/2017).,SP,Piracicaba,-,-,-,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
100002,Presencial,Tecnológico,Produção sucroalcooleira,SP,Piracicaba,-,-,3,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
1512226,Presencial,Bacharelado,Psicologia,SP,Piracicaba,-,-,4,4150,(4150) FACULDADE DE TECNOLOGIA DE PIRACICABA - FATEP,(2605) INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA
5001688,Presencial,Área Básica de Ingresso (ABI),Abi - educação física,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
5001689,Presencial,Área Básica de Ingresso (ABI),Abi - educação física,SP,Lorena,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520038,A Distância,Bacharelado,Administração,,Vários municípios,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
17327,Presencial,Bacharelado,Administração,SP,Americana,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
97459,Presencial,Bacharelado,Administração,SP,Campinas,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
97460,Presencial,Bacharelado,Administração,SP,Lorena,3,3,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
68610,Presencial,Bacharelado,Administração,SP,Piracicaba,2,3,5,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
97461,Presencial,Bacharelado,Administração,SP,São Paulo,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
19354,Presencial,Bacharelado,Análise de sistemas,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520045,A Distância,Tecnológico,Análise e desenvolvimento de sistemas,,Vários municípios,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1322444,Presencial,Tecnológico,Análise e desenvolvimento de sistemas,SP,Campinas,2,2,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1204918,Presencial,Tecnológico,Análise e desenvolvimento de sistemas,SP,Lorena,-,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1349629,Presencial,Tecnológico,Análise e desenvolvimento de sistemas,SP,Piracicaba,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520019,Presencial,Bacharelado,Arquitetura e urbanismo,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1585060,Presencial,Bacharelado,Arquitetura e urbanismo,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
17341,Presencial,Tecnológico,Automação industrial,SP,Campinas,2,2,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1205428,Presencial,Tecnológico,Automação industrial,SP,Lorena,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520021,Presencial,Bacharelado,Biomedicina,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1455043,Presencial,Bacharelado,Biomedicina,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
38326,Presencial,Bacharelado,Ciência da computação,SP,Campinas,2,-,5,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
22065,Presencial,Bacharelado,Ciência da computação,SP,Lorena,2,3,3,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520040,A Distância,Bacharelado,Ciências contábeis,,Vários municípios,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
19353,Presencial,Bacharelado,Ciências contábeis,SP,Americana,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1322553,Presencial,Bacharelado,Ciências contábeis,SP,Campinas,-,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1180614,Presencial,Bacharelado,Ciências contábeis,SP,Lorena,2,2,1,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1118991,Presencial,Bacharelado,Ciências contábeis,SP,Piracicaba,2,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1322173,Presencial,Bacharelado,Ciências contábeis,SP,São Paulo,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1180739,Presencial,Tecnológico,Comércio exterior,SP,Lorena,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
30691,Presencial,Bacharelado,Comunicação social,SP,Americana,2,3,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1585062,Presencial,Bacharelado,Design,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1328804,Presencial,Tecnológico,Design de moda,SP,Americana,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
39072,Presencial,Bacharelado,Direito,SP,Americana,3,3,5,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
50045,Presencial,Bacharelado,Direito,SP,Campinas,4,4,5,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
17365,Presencial,Bacharelado,Direito,SP,Lorena,4,4,3,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
54795,Presencial,Bacharelado,Direito,SP,São Paulo,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520031,Presencial,Licenciatura,Educação física,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520032,Presencial,Bacharelado,Educação física,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
117750,Presencial,Bacharelado,Educação física,SP,Campinas,3,4,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1183279,Presencial,Licenciatura,Educação física,SP,Campinas,2,4,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1284975,Presencial,Bacharelado,Educação física,SP,Lorena,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1303578,Presencial,Licenciatura,Educação física,SP,Lorena,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1386158,Presencial,Bacharelado,Educação física,SP,Piracicaba,-,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1322174,Presencial,Bacharelado,Educação física,SP,São Paulo,-,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
17340,Presencial,Tecnológico,Eletrônica industrial,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1455041,Presencial,Bacharelado,Enfermagem,SP,Americana,-,-,3,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1455042,Presencial,Bacharelado,Enfermagem,SP,Campinas,-,-,5,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
22550,Presencial,Bacharelado,Engenharia,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
97463,Presencial,Bacharelado,Engenharia,SP,Americana,1,-,3,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
49402,Presencial,Bacharelado,Engenharia,SP,Campinas,-,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
71913,Presencial,Bacharelado,Engenharia ambiental,SP,Americana,SC,SC,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1204750,Presencial,Bacharelado,Engenharia civil,SP,Americana,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1259715,Presencial,Bacharelado,Engenharia civil,SP,Campinas,3,3,5,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1154373,Presencial,Bacharelado,Engenharia civil,SP,Lorena,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1111379,Presencial,Bacharelado,Engenharia da computação,SP,Campinas,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
17337,Presencial,Bacharelado,Engenharia de automação e controle,SP,Americana,2,3,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
53120,Presencial,Bacharelado,Engenharia de automação e controle,SP,Campinas,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1570934,A Distância,Bacharelado,Engenharia de computação,,Vários municípios,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1487392,Presencial,Bacharelado,Engenharia de computação,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1155202,Presencial,Bacharelado,Engenharia de computação,SP,Lorena,1,2,3,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1572563,Presencial,Bacharelado,Engenharia de computação,SP,Piracicaba,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1171023,Presencial,Bacharelado,Engenharia de produção,SP,Americana,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1111524,Presencial,Bacharelado,Engenharia de produção,SP,Campinas,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1110420,Presencial,Bacharelado,Engenharia de produção,SP,Lorena,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1572578,Presencial,Bacharelado,Engenharia de produção,SP,Piracicaba,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1406120,Presencial,Bacharelado,Engenharia de produção,SP,São Paulo,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1205632,Presencial,Bacharelado,Engenharia de software,SP,Lorena,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
47295,Presencial,Bacharelado,Engenharia elétrica,SP,Americana,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
53119,Presencial,Bacharelado,Engenharia elétrica,SP,Campinas,3,4,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1177093,Presencial,Bacharelado,Engenharia elétrica,SP,Campinas,2,3,5,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1154847,Presencial,Bacharelado,Engenharia elétrica,SP,Lorena,1,2,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1188618,Presencial,Bacharelado,Engenharia eletrônica,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1155051,Presencial,Bacharelado,Engenharia eletrônica,SP,Lorena,1,2,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520033,Presencial,Bacharelado,Engenharia mecânica,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1110971,Presencial,Bacharelado,Engenharia mecânica,SP,Campinas,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1180808,Presencial,Bacharelado,Engenharia mecânica,SP,Lorena,2,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520006,Presencial,Bacharelado,Engenharia química,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1585061,Presencial,Bacharelado,Engenharia química,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1477968,Presencial,Bacharelado,Engenharia química,SP,Lorena,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1205427,Presencial,Tecnológico,Fabricação mecânica,SP,Lorena,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520034,Presencial,Bacharelado,Farmácia,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
17346,Presencial,Licenciatura,Filosofia,SP,Lorena,SC,SC,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1353030,Presencial,Bacharelado,Filosofia,SP,Lorena,4,4,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1322291,Presencial,Bacharelado,Fisioterapia,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
17349,Presencial,Licenciatura,Geografia,SP,Lorena,3,SC,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1171051,Presencial,Tecnológico,Gestão comercialem desativação/extinção voluntária:conforme processo sei no 23000.050248/2016-92,SP,Americana,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1283663,Presencial,Tecnológico,Gestão comercial,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1331481,A Distância,Tecnológico,Gestão de recursos humanos,,Vários municípios,-,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1171052,Presencial,Tecnológico,Gestão de recursos humanos,SP,Americana,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1168134,Presencial,Tecnológico,Gestão de recursos humanos,SP,Campinas,SC,SC,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1125777,Presencial,Tecnológico,Gestão de recursos humanos,SP,Lorena,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1258627,Presencial,Tecnológico,Gestão de recursos humanos,SP,Piracicaba,2,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1156756,Presencial,Tecnológico,Gestão de recursos humanos,SP,São Paulo,SC,SC,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
17347,Presencial,Licenciatura,História,SP,Lorena,4,3,3,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
112434,Presencial,Tecnológico,Hotelariaem desativação/extinção voluntária:conforme processo sei no 23000.050048/2016-92,SP,Lorena,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1322445,Presencial,Tecnológico,Jogos digitais,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1322176,Presencial,Licenciatura,Letras - português e inglês,SP,São Paulo,-,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520044,A Distância,Tecnológico,Logística,,Vários municípios,-,-,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1171053,Presencial,Tecnológico,Logística,SP,Americana,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1165522,Presencial,Tecnológico,Logística,SP,Campinas,2,2,5,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1125634,Presencial,Tecnológico,Logística,SP,Lorena,3,3,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1321737,Presencial,Tecnológico,Logística,SP,Piracicaba,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1520047,A Distância,Tecnológico,Marketing,,Vários municípios,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1165523,Presencial,Tecnológico,Marketing,SP,Campinas,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1330381,Presencial,Tecnológico,Marketing,SP,Piracicaba,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
1156546,Presencial,Tecnológico,Marketing,SP,São Paulo,-,-,-,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
20701,Presencial,Licenciatura,Matemática,SP,Lorena,2,2,4,1032,(1032) CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO - UNISAL,(607) LICEU CORACAO DE JESUS
